date,open,high,low,close,volume_btc,volume_currency,weighted_price
2018-05-05,9689,9948.98,9670.68,9823.28,7403.10502352,72754286.992702,9827.5367918675
2018-05-06,9827.04,9918.41,9375,9623.54,8155.5768566,78150008.853271,9582.4011259274
2018-05-07,9621.99,9634.5,9175,9359.52,13616.3485933,127010639.84781,9327.804659048
2018-05-08,9356.79,9450,9015,9167.69,11418.31053651,105415298.02853,9232.1274405229
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83432539,104305920.46484,9174.7242927007
2018-05-10,9308.49,9393,8987.74,9020.99,11764.9775057,108645338.13022,9234.6405318313
2018-05-11,9007.19,9018.38,8351,8411.42,20383.92660992,177279927.97773,8697.0450478102
2018-05-12,8408.79,8652.8,8208.81,8481.6,15464.92940302,130051000.66483,8409.4144419071
2018-05-13,8481.72,8775.9,8335.56,8696.58,9835.22450915,84280724.776146,8569.2730956713
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.93709627,162135043.55328,8595.8850740382
2018-05-15,8674.53,8865,8400,8474.99,12391.83198691,107036084.45844,8637.6319959397
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12321984,105058169.86022,8268.9611145338
2018-05-17,8337.77,8500,7980,8067.03,8259.12452442,68210896.571913,8258.8531472352
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.20388348,58093499.641613,8089.6602553304
2018-05-19,8248.99,8395,8141.08,8231.2,3784.07576637,31243933.28343,8256.688082491
2018-05-20,8225.55,8590,8170.71,8518.48,5314.99889979,44509496.316357,8374.3190084415
2018-05-21,8518.64,8589.1,8320,8391.76,6126.97105348,51780405.448333,8451.2241034537
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.06078693,74532297.792873,8189.4077556222
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129337,136149933.05614,7720.0439484953
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524358,87486613.440623,7510.6344633932
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331121,75352118.704518,7468.8560799425
2018-05-26,7459.21,7622.87,7276.04,7335.99,4043.55765023,30225159.429777,7474.8926673662
2018-05-27,7335.99,7412.57,7213.09,7347.39,3144.45110906,22995002.755005,7312.8829030767
2018-05-28,7348.64,7445,7084.99,7112.5,6583.63252959,47652142.656412,7237.9712024085
2018-05-29,7112.2,7537,7026.9,7469.45,11049.92099287,80814280.448517,7313.5618345744
2018-05-30,7469.45,7559,7273.89,7375.73,8940.4540053,66460464.14776,7433.6788834618
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.00726931,55144260.571674,7513.8582846585
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.6275727,50587954.658106,7480.5176115751
2018-06-02,7511.72,7700,7438.92,7642,4012.16875521,30475405.253635,7595.7436271993
2018-06-03,7642,7790.69,7581.03,7703.67,4729.21008365,36376196.764804,7691.8124002494
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.5513527,52874207.371109,7563.6676856236
2018-06-05,7494.99,7685,7360,7617.98,9968.45508961,74707307.076638,7494.3716358319
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.05577232,53677946.082366,7605.2028793649
2018-06-07,7658.99,7750,7618.99,7689.28,7545.00925066,58063422.603267,7695.606549215
2018-06-08,7676.41,7697,7542,7618.11,4676.55832777,35622819.627735,7617.3153697672
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511,20619323.124414,7598.0054328879
2018-06-10,7498,7498,6627.7,6781.17,14392.69540615,100255171.17237,6965.6981088847
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218,77070641.464822,6754.9391102083
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5994997,59092996.238455,6694.118399964
2018-06-13,6557.66,6624.45,6120,6307.4,19190.50457858,122786788.14039,6398.3095200861
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156,92121861.874811,6493.9315182476
2018-06-15,6638.8,6666.66,6370,6390.6,7132.20678871,46685086.334257,6545.6720082987
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69972603,22957650.667517,6460.2111707294
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848,18412428.551428,6509.0178470738
2018-06-18,6451.03,6793,6381.25,6707.5,5940.1743975,38916063.792531,6551.3335448383
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628,36644831.797267,6731.6288188569
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592,34692917.89942,6679.7192806671
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832,32564408.829617,6731.9050669765
2018-06-22,6718.33,6737.97,5940,6050.45,18544.14405465,116516606.03223,6283.2021628418
2018-06-23,6055.17,6261,6048.54,6177.38,4585.87147205,28145734.061221,6137.4886393488
2018-06-24,6169.91,6255.05,5780,6153.4,11423.59392896,68399360.494465,5987.5518089859
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.68930701,60122649.660111,6204.8067543936
2018-06-26,6252.28,6277,6025.68,6068,7751.62208792,47951768.391144,6186.0302072609
2018-06-27,6073.99,6181.11,5985,6135.64,7446.86155074,45361890.93585,6091.4105394295
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.39857291,53453287.60247,6020.6001300243
2018-06-29,5845.2,6299,5774.72,6204.24,12067.37316767,71636732.304499,5936.3981961229
2018-06-30,6204.01,6510,6190.28,6385.71,6915.08887702,44052425.650287,6370.4785916318
2018-07-01,6385.75,6438.55,6259.34,6349.99,4160.70556721,26417260.536516,6349.2261371982
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.80247408,57156646.607717,6495.219270668
2018-07-03,6605.46,6666,6464.39,6507.99,5924.86541706,39007361.174037,6583.6704175118
2018-07-04,6507.99,6792.28,6413.2,6584.25,6706.7340062,44104610.984128,6576.1682129268
2018-07-05,6575.62,6700,6445.31,6533.69,7692.21577694,50623962.161396,6581.1937196508
2018-07-06,6533.69,6636.15,6449.76,6596.53,5457.67218749,35714562.198309,6543.9185373159
2018-07-07,6604.74,6820,6510,6759.99,4842.79587112,32039126.134669,6615.8324627586
2018-07-08,6755.46,6783.54,6674.6,6706.6,5145.84575684,34673975.49939,6738.2461771809
2018-07-09,6706.6,6814.72,6620,6666.75,7165.2172333300005,48058466.976547,6707.1891069814
2018-07-10,6666.75,6683.9,6270.84,6299.46,9163.01977492,59079611.202293,6447.6136310433
2018-07-11,6304.45,6400,6285,6380,6370.13680136,40422766.091961,6345.6668753693
2018-07-12,6379.13,6380,6072,6243.88,7792.46685782,48264011.743165,6193.6755874336
2018-07-13,6243.53,6337.25,6121.01,6215.59,5901.29571452,36792068.820631,6234.5746765587
2018-07-14,6208.78,6317.84,6180,6243.98,2584.7339623,16131386.29086,6241.0238446767
2018-07-15,6245.99,6397.21,6227.76,6349.3,3556.29310719,22531808.77321,6335.7569508699
2018-07-16,6353.25,6755,6333.63,6721.04,9404.05647649,61776752.477159,6569.1600886915
2018-07-17,6721.21,7468.31,6657.95,7310.71,12703.29651293,89443629.794608,7040.9778834626
2018-07-18,7310.71,7599.98,7239.15,7374.88,13347.87637571,99059622.369534,7421.3769727295
2018-07-19,7384.92,7570.9,7278.84,7471.42,8803.25309749,65189565.066642,7405.1676516297
2018-07-20,7474.35,7696.88,7265,7330.84,9379.17143244,69721139.87872,7433.6139797566
2018-07-21,7330.84,7458,7212,7409.92,4049.81022253,29657027.945896,7323.0660984822
2018-07-22,7398.16,7581.03,7336.15,7396.6,5107.9788128,38059816.237855,7451.0520956902
2018-07-23,7393.5,7800,7369.86,7719.62,12572.45317131,96571278.239431,7681.1801900208
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156484,151310569.72808,8088.2686096706
2018-07-25,8394.48,8475,8049.22,8174.06,10348.06857767,85270824.577993,8240.2647351988
2018-07-26,8174.06,8314.23,7855.97,7926,8091.87166049,65857948.717877,8138.778206214
2018-07-27,7926,8274.98,7798.48,8183.05,8701.76587806,69758485.994232,8016.5896177598
2018-07-28,8177.72,8259,8051.43,8237.74,2765.6804906,22600879.914651,8171.9056092947
2018-07-29,8231.07,8299.99,8109.74,8216.74,3980.2794076,32668116.626822,8207.4933142745
2018-07-30,8216.74,8295,7853.01,8160.21,11785.89207823,95521277.828324,8104.7134314731
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614156,94080198.797657,7843.8822005509
2018-08-01,7726.85,7761.56,7440,7602.01,11406.76843741,86275617.406894,7563.5459666159
2018-08-02,7600.22,7709.98,7455,7536.37,5262.23613199,39925363.018519,7587.1477480468
2018-08-03,7535,7542.92,7286.41,7416.98,9585.77930917,70899644.260125,7396.3359653294
2018-08-04,7416.98,7494.48,6926,7009.99,6831.75139028,48822594.492831,7146.4243506129
2018-08-05,7009.94,7086.8,6888.88,7032.61,6039.1351446,42187260.050822,6985.6459643141
2018-08-06,7028.89,7157.93,6835.06,6936.11,7317.64296455,50894029.068912,6954.9757094554
2018-08-07,6932.18,7155,6671,6717.68,10039.39296375,69592717.09269,6931.9646460671
2018-08-08,6717.67,6717.68,6121,6283.59,14668.56802221,94168057.743414,6419.7171530876
2018-08-09,6283.89,6627,6190.01,6543.76,9484.88670496,60575830.63662,6386.5634372778
2018-08-10,6544.98,6584.05,5995.75,6139.99,14096.00988894,89098710.776522,6320.846216661
2018-08-11,6139.99,6494.13,6000,6239.98,6818.37504816,42379946.31816,6215.549308863
2018-08-12,6240.49,6493.77,6163.44,6310.82,7169.89323056,45228549.69904,6308.120392402
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.68083746,56397569.359469,6339.1696734814
2018-08-14,6252.63,6254.02,5880,6193.62,14235.27018218,86043410.14489,6044.3819501649
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11334781,80080675.524415,6405.8834838454
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.2611636,45050489.219157,6345.7996798517
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58158998,42963411.49332,6474.7017138929
2018-08-18,6578.13,6615,6303,6399.28,3496.80232127,22509757.300377,6437.2404363429
2018-08-19,6397.37,6545,6312,6481.99,3138.71131829,20144658.349315,6418.1303428345
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.82080784,40034740.54889,6400.6215012122
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.04172504,36215468.250527,6404.1027478486
2018-08-22,6478.99,6906.81,6250,6355.76,11955.65069577,78180267.294757,6539.1896504987
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.43387247,25923311.053678,6435.084172744
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.54257854,41835350.6503,6562.8788473606
2018-08-25,6692.99,6800,6664.25,6732.4,4980.64928331,33427519.444626,6711.4782718472
2018-08-26,6732.99,6775.34,6558.95,6700.46,3475.7202496,23147173.648444,6659.6768399609
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.68824836,39516728.822046,6739.2274534886
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.24765235,57566051.747796,7001.2549100662
2018-08-29,7079.46,7124.06,6890,7032.96,5730.97892652,40314346.329317,7034.4607520302
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.26197217,47500189.242379,6908.8551730323
2018-08-31,6984.34,7101.03,6879,7017.35,5790.38050638,40424258.592437,6981.2784406648
2018-09-01,7015.78,7300.18,7015.22,7185.01,4590.45724112,32867138.355984,7159.8833470377
2018-09-02,7195.8,7334.5,7130.63,7290.31,3297.68658519,23897118.979874,7246.6313467133
2018-09-03,7291.94,7340.08,7184,7258.99,2829.87707292,20542456.312291,7259.1338008524
2018-09-04,7261.29,7411.85,7231,7361,4531.14780379,33221323.527008,7331.7677916444
2018-09-05,7353.48,7387,6650,6679.3,12408.79698551,87114382.021463,7020.3728953893
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.0236716,94114515.669238,6413.681603321
2018-09-07,6488.01,6525,6322,6400,6541.96747088,42087646.998997,6433.4846032695
2018-09-08,6401.01,6465.46,6113.23,6178.31,4284.19484304,26909063.899311,6281.0084240277
2018-09-09,6178.31,6451.51,6094.38,6236.04,4104.31379555,25806798.060559,6287.7253899396
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.72530672,33758141.373694,6284.4131905745
2018-09-11,6303.99,6405,6162.06,6279.99,7076.79725968,44475428.531287,6284.6831552863
2018-09-12,6274.6,6350,6192.89,6322.45,4282.15960066,26839702.050973,6267.7958212572
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.34747474,45125974.320377,6460.090136326
2018-09-14,6482.95,6587,6384.36,6476.51,4598.02098322,29850883.836419,6492.1156178618
2018-09-15,6476.51,6570.1,6466.74,6520.15,1328.81956289,8662492.7601361,6518.9383134128
2018-09-16,6521.49,6524.84,6349.47,6499.98,1098.62806031,7093170.7075291,6456.3895314376005
2018-09-17,6499.28,6530.24,6200,6254.52,4386.88772482,27739081.671651,6323.1802160584
2018-09-18,6251.49,6390,6226.63,6332.34,4196.47314808,26460916.639972,6305.5131550355
2018-09-19,6330,6510,6100,6388.4,7232.08338006,45772818.068971,6329.133067682
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.64510387,33213278.942085,6414.7461395645
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.98587321,57182294.26033,6672.3907257634
2018-09-22,6748.85,6826.28,6624.79,6710.01,5491.80951385,36794402.75511,6699.8687158243
2018-09-23,6710.01,6774.91,6659,6702.22,3248.80491931,21797274.995451,6709.3209770441
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562001,26700208.63952,6624.1692331947
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.61700477,52637968.010343,6414.0885312118
2018-09-26,6428.09,6540,6379.44,6461.51,4295.92674134,27796306.365529,6470.3864938019
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.85211251,37174589.123744,6562.322967205
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.04936428,50899264.335568,6660.4207731866
2018-09-29,6609.02,6609.02,6454,6579.38,3382.01592212,22128320.870743,6542.9381115603
2018-09-30,6574.29,6628.06,6510,6597.81,2482.69507513,16324644.281305,6575.3722415751
2018-10-01,6597.79,6638.15,6477.57,6571.2,4796.040132,31458261.984518,6559.2157527255
2018-10-02,6569.32,6597,6447.28,6500,4116.13342419,26864363.523722,6526.6017291479
2018-10-03,6500,6510,6396.34,6456.77,4774.76328174,30760590.454145,6442.3278472846
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.70048916,25105506.154758,6550.3438700113
2018-10-05,6548.83,6641.35,6510,6582.12,3807.26928181,24952327.059077,6553.8645186701
2018-10-06,6582.11,6595.69,6526.28,6544.08,2022.78075908,13254229.651207,6552.479596076
2018-10-07,6547.93,6600,6493.92,6577.63,2455.65659087,16093496.638956,6553.6430048041
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.04424933,26896727.814929,6593.8798823639
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95026959,14848937.23374,6585.0397829127
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06675956,33606177.893108,6491.354941686
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.23958351,59646337.389694,6202.6675678896
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.3815572,20109494.405411,6194.4334179732
2018-10-13,6182.03,6219.77,6168.83,6199.69,1954.04680593,12104441.162531,6194.5502665534
2018-10-14,6201.23,6349.47,6143.08,6183,2525.73820085,15747443.032393,6234.788319349
2018-10-15,6185.04,6756,6149.28,6441.74,16895.88930388,109101087.18601,6457.2562724448
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.09390629,30285390.61224,6439.4611750652
2018-10-17,6457.67,6465.39,6407.69,6437.29,2961.26337446,19059528.808307,6436.2828962429
2018-10-18,6440.07,6490,6350,6396.18,3823.16928503,24539602.733781,6418.654499519
2018-10-19,6394.23,6412.4,6355.99,6383.46,2290.0590117,14619039.588156,6383.6955787894
2018-10-20,6380.47,6424.16,6363.02,6412.86,1261.97849549,8074213.5893554,6398.0595693276
2018-10-21,6412.86,6470,6401.01,6413.38,1541.01151749,9913980.556287,6433.4240489227
2018-10-22,6412.62,6429.23,6372.53,6406.06,2407.5354618,15414714.100015,6402.6945166949
2018-10-23,6409.39,6421.58,6354.26,6393.41,2851.00556658,18228502.552929,6393.7099129537
2018-10-24,6396.24,6473,6393,6411.96,3535.33808825,22732295.197639,6430.0201650279
2018-10-25,6411.96,6422.73,6361.73,6393.53,3046.60380599,19490730.256043,6397.5270488803
2018-10-26,6393.38,6450.3,6377.81,6406.1,3323.82631782,21303202.370989,6409.2405360583
2018-10-27,6406.1,6420.01,6381.25,6407.66,890.1271569,5701110.6225899,6404.8271962006
2018-10-28,6407.66,6420,6383,6405.57,839.29766473,5373482.2976551,6402.3558309121
2018-10-29,6404.27,6420,6208.37,6266.52,5190.82201499,32694346.112745,6298.4910710348
2018-10-30,6266.47,6289,6240,6269.46,2523.57742936,15805196.340795,6263.0122448047
2018-10-31,6269.45,6350,6199.25,6303.27,5148.08262352,32332283.685171,6280.4515874424
2018-11-01,6304.5,6365.33,6288.01,6340.99,2190.97047686,13838359.443728,6316.0866793424
2018-11-02,6343.85,6381.25,6328.33,6350.43,2678.06948097,17012019.31904,6352.3442688568
2018-11-03,6350.05,6351.74,6312.48,6335,1084.13861953,6864460.6510394,6331.7185896535
2018-11-04,6333.59,6475,6310.57,6421.76,2673.81391399,17116581.480768,6401.5604792877
2018-11-05,6428.23,6441.43,6369.89,6403.2,2335.48865475,14954709.152859,6403.246328105
2018-11-06,6404.97,6460.01,6378.24,6447.5,4270.33460011,27417937.887794,6420.559617761
2018-11-07,6448.17,6544,6442.47,6501,4800.82491273,31247977.059043,6508.8766258034
2018-11-08,6501,6511.27,6388.88,6405.49,3966.97303181,25570494.648509,6445.8453444141
2018-11-09,6405.49,6418.18,6307,6325,3218.12902607,20476250.469872,6362.7810768288
2018-11-10,6325,6377.26,6323,6349.32,1523.39384996,9677159.3716881,6352.3686746814
2018-11-11,6349.39,6365,6269.46,6357.54,1718.26855567,10854216.523612,6316.9499830484
2018-11-12,6352.57,6388.21,6298.5,6318,3526.03903239,22378566.050298,6346.6586287702
2018-11-13,6318.01,6328.36,6244.35,6260.91,3630.56272124,22827592.593446,6287.6182967168
2018-11-14,6255.86,6298.47,5324,5595.91,25121.93301356,143987644.21815,5731.5511565303
2018-11-15,5592.23,5641,5199.8,5585,19945.90828161,108872516.91951,5458.388526728
2018-11-16,5571.12,5610,5411.74,5508.71,8074.6055758,44657465.077811,5530.6063755797
2018-11-17,5514.62,5550.66,5452.63,5503.36,2732.79162871,14991835.836221,5485.9052108916
2018-11-18,5503.36,5658.47,5500,5559.26,2576.4553201,14290586.724484,5546.6076252117
2018-11-19,5553.01,5559.69,4694.44,4735.44,28910.66553331,147178633.81369,5090.8075306711
2018-11-20,4732.92,4897.36,4048.58,4352,39775.38943928,177352795.25094,4458.8575435996
2018-11-21,4349.41,4635,4242.33,4538.01,20678.25000596,92027869.728154,4450.4670221914
2018-11-22,4551.47,4589.53,4194.98,4275.23,10258.46172893,45481714.048312,4433.5803213115
2018-11-23,4268.4,4364.46,4061.02,4288.26,13322.77736822,56383826.96333,4232.13759451
2018-11-24,4288.25,4376.88,3638.48,3785.65,14236.74417437,56563010.217742,3973.0298953865
2018-11-25,3780.67,4120,3474.73,3938.89,26969.94763424,101709290.05751,3771.2082884575
2018-11-26,3934.22,4069.59,3522.28,3727.34,24357.88293934,92772590.946442,3808.7296493492
2018-11-27,3727.34,3834.35,3548.76,3771.01,16814.00296565,62225242.10145,3700.7988061245
2018-11-28,3771.01,4355.08,3771,4220.16,22983.71348838,94257707.801573,4101.0652107732
2018-11-29,4219.77,4409.77,4086.97,4249.8,15944.01262628,67532605.267856,4235.6091186571
2018-11-30,4250,4300,3861,3971.06,14364.62144791,58011049.464662,4038.4669846697
2018-12-01,3970.56,4264.47,3904.34,4140.39,6412.23253743,26273733.313182,4097.4392553319
2018-12-02,4140.4,4265,4030,4102.05,7019.16205825,28949962.291497,4124.4185632487
2018-12-03,4099.63,4115.15,3747,3834.34,10726.6773046,41858808.866218,3902.3089515583
2018-12-04,3830.81,4033.98,3730,3903.52,12249.9368879,47819573.301101,3903.6587485063
2018-12-05,3903.52,3913.62,3662.35,3696.69,13443.22072621,50827904.386921,3780.9320714211
2018-12-06,3694.03,3844.79,3415.22,3437.26,15480.96697218,56597884.497235,3655.9657157685
2018-12-07,3437.22,3531,3210,3380.68,26513.2316249,88893035.82276,3352.7801167503
2018-12-08,3376.27,3495.99,3241,3398.8,10176.34927433,34421391.564428,3382.4892047737
2018-12-09,3398.8,3633.2,3371.09,3529.75,8011.02295177,27994455.415971,3494.4919749339
2018-12-10,3528.68,3588.43,3355,3408,10375.26877055,35762233.989453,3446.8730189393
2018-12-11,3406.41,3427.27,3292.65,3353.42,8951.71070828,30055511.534198,3357.5159557377
2018-12-12,3345.01,3490,3325.7,3430.18,7284.10378196,24838992.743853,3410.0272988106
2018-12-13,3430.2,3441.13,3221.14,3262.73,11715.01908312,39159173.135913,3342.6469780435
2018-12-14,3263.55,3294.81,3135.55,3195.75,14437.50526664,46477267.848887,3219.2035251603
2018-12-15,3194.04,3230,3122.28,3179.54,5814.86853241,18443151.400227,3171.7228510724
2018-12-16,3180.84,3259.43,3178.23,3193.78,6033.50714633,19434090.501609,3221.0271787661
2018-12-17,3191.41,3590,3181.26,3496.73,16389.79444903,55606991.775985,3392.7815232165
2018-12-18,3499.37,3684,3422.77,3667.16,13792.36427592,48496928.948985,3516.2157827904
2018-12-19,3667.16,3924.01,3642.69,3684.5,21125.61437541,79545514.14866,3765.3586179842
2018-12-20,3684.03,4172.07,3656.75,4073.77,25986.85291601,103366906.75159,3977.6615924088
2018-12-21,4073.58,4162,3770,3841.08,16967.23460506,67233453.95901,3962.5463738775
2018-12-22,3842.59,4010.16,3780.09,3980.9,7697.59815203,29734295.274739,3862.8017061266
2018-12-23,3977.65,4051,3900,3943.83,4609.89261726,18332110.094024,3976.6891804349
2018-12-24,3947.82,4236.84,3944.84,4036,12017.91713092,49649616.362971,4131.2996105815
2018-12-25,4034.54,4049.23,3674.73,3779.99,11801.43441841,44622786.993352,3781.1324802806
2018-12-26,3780,3863.34,3678.8,3810.01,10064.18282348,37995283.759144,3775.2974509266
2018-12-27,3810.01,3841.17,3566,3591.69,11850.0123819,43869266.602335,3702.0439463288
2018-12-28,3590.26,3970,3575,3884.97,13055.71840689,48891063.491801,3744.8007048007
2018-12-29,3884.66,3961.85,3702.51,3725.48,6901.3823318,26691913.7049,3867.6184598425
2018-12-30,3728.96,3870,3688.76,3835.79,5736.45370818,21721262.521226,3786.5314750561
2018-12-31,3831.03,3842.89,3630,3693.3,6667.16373743,25010761.82447,3751.3345718597
2019-01-01,3693.85,3845.46,3629.66,3823.44,5149.60627729,19109447.537817,3710.8560361383
2019-01-02,3825.41,3918.67,3770,3885.87,5534.46951453,21204092.852123,3831.2782817674
2019-01-03,3890.27,3893.4,3760,3787.81,4803.2461092,18338723.898302,3817.9854792734
2019-01-04,3785.64,3850.33,3732.38,3817.71,7452.05894356,28220044.671852,3786.8788861687
2019-01-05,3822,3887.09,3780,3791.84,3656.37531439,14020879.431406,3834.6390142789
2019-01-06,3795.38,4090,3753,4040.71,5400.71486407,21427648.650879,3967.5578493198
2019-01-07,4040.71,4070,3964.01,4005.45,7445.09600426,29916081.13931,4018.2263764219
2019-01-08,4005,4112,3934.73,3994.9,11819.98676966,47481852.765579,4017.0817185225
2019-01-09,3994.75,4060,3948.44,4002.13,7390.13399203,29620536.329111,4008.1189814767
2019-01-10,4003.09,4036.22,3503.44,3627.51,16118.42088248,60604856.020541,3759.9747805578
2019-01-11,3627.65,3704.6,3569.85,3632.02,10571.08164263,38424235.357152,3634.844253042
2019-01-12,3631,3650.35,3557.09,3617.13,3184.35219414,11535036.600446,3622.412314088
2019-01-13,3617.75,3654.02,3476,3515.95,5908.52280454,20934352.446307,3543.0772020075
2019-01-14,3517.03,3714,3506,3664.28,9925.99072165,35847383.457036,3611.4665490114
2019-01-15,3664.28,3687.02,3534.68,3576.93,8059.8173777,29241212.439476,3628.0241932504
2019-01-16,3576.92,3669,3570.48,3605.91,7675.06606371,27663336.537481,3604.3124981401
2019-01-17,3609.5,3660,3534.25,3638.01,7499.52552971,27014864.267905,3602.2097879237
2019-01-18,3638.01,3641.9,3577,3609.21,5023.5102908,18143547.923638,3611.7270341549
2019-01-19,3609.29,3774,3602.6,3681,4080.88346413,15092405.403501,3698.318154919
2019-01-20,3680,3703.27,3470,3536.72,5591.01583422,19980428.346778,3573.666921937
2019-01-21,3537.42,3573.29,3485.58,3531.51,5821.89983137,20586618.857254,3536.0654517495
2019-01-22,3531.51,3615.8,3401.36,3576.81,6877.0636755,24400934.496931,3548.1617807118
2019-01-23,3574.44,3620.23,3518,3552.32,6170.84267224,21996453.74636,3564.5786020948
2019-01-24,3553.2,3598,3524,3570.73,4488.0146380100005,15953466.428686,3554.6823518739
2019-01-25,3570.67,3578.79,3511,3560,4961.79512299,17617604.177249,3550.6512744992
2019-01-26,3560.94,3657.89,3536.51,3555.56,2697.88387935,9670775.2783597,3584.5780288697
2019-01-27,3555.31,3564.12,3456,3533.23,3852.6596409,13626083.661447,3536.7992326111
2019-01-28,3532.23,3536.77,3357.3,3429.5,10345.1009104,35519461.330011,3433.4572120319
2019-01-29,3431.43,3438.76,3322.19,3390.5,7284.38686266,24704685.920783,3391.4571516541
2019-01-30,3391.25,3465.05,3372.34,3437.35,5704.02340186,19556298.636345,3428.5095376656
2019-01-31,3438,3474.2,3392.6,3413.11,5951.8181698,20359058.481256,3420.6452382164
2019-02-01,3413.69,3460,3364.53,3434.83,6659.84752495,22735654.443933,3413.8400854912
2019-02-02,3434.83,3485,3406.38,3462.82,3051.95860768,10489394.683932,3436.9387112709
2019-02-03,3470.5,3476.33,3384.67,3414.82,2813.89222442,9626058.8396311,3420.9053055027
2019-02-04,3413.75,3439.46,3394.85,3410.87,3244.08497898,11074078.676703,3413.6216370587
2019-02-05,3409.81,3435,3396,3431.39,4045.62530164,13840265.565693,3421.0448407277
2019-02-06,3431.81,3445.6,3328.7,3364.62,6137.40639817,20699744.760526,3372.7186074395
2019-02-07,3364,3383.29,3350,3359.33,4293.5558141,14448057.456028,3365.0563965143
2019-02-08,3358.39,3711.04,3337.91,3622.94,14388.64754224,50248129.154255,3492.2065473315
2019-02-09,3626.12,3639.74,3589.52,3622.62,4054.50461695,14659227.171981,3615.5408753754
2019-02-10,3622.74,3662.43,3576.16,3650.37,4155.50568273,14996011.735424,3608.7092354961
2019-02-11,3651.32,3652.56,3578.7,3588.7,7931.40887407,28525625.694947,3596.5395490081
2019-02-12,3588.99,3619.93,3548.28,3585.94,10074.81670532,36046410.86658,3577.872622491
2019-02-13,3585.7,3629.81,3541,3574.93,7992.74321134,28613304.74452,3579.9104247368
2019-02-14,3575.01,3590.74,3531.01,3560.46,5910.24312876,21082913.212968,3567.1820521859
2019-02-15,3560.45,3620.53,3544.88,3566.29,6234.76805726,22272512.647559,3572.3081344821
2019-02-16,3566.29,3609,3561.96,3579.92,3442.47630393,12350121.591223,3587.5690929589
2019-02-17,3580.43,3663.34,3553.98,3625.6,5012.46127538,18011276.280984,3593.2998364399
2019-02-18,3625.6,3916.47,3614.82,3869.8,15567.08485429,58674557.93403,3769.1422949918
2019-02-19,3870.97,4000,3840.08,3888.46,12525.13651013,48910408.176585,3904.9800484831
2019-02-20,3889.92,3967.52,3861.49,3936.53,9854.35493853,38561744.9869,3913.1678559827
2019-02-21,3936.8,3989.99,3866.25,3900.4,8055.79892817,31475910.644637,3907.2363803136
